Level,Name,Rating,Tags,Url
Level 969,[NO DATA],,,
Level 970,[NO DATA],,,
Level 971,[NO DATA],,,
Level 972,Let's See Your Sins.,+25,"['_cc', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 972
Level 973,[NO DATA],,,
Level 974,Kitty's House,+139,"['_non-cc', 'homelike', 'level', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 974
Level 975,[NO DATA],,,
Level 976,[NO DATA],,,
Level 977,Warning! Warning! Warning! Warning! Warning! Warning! Warning! Warn–,+25,"['_wp-titles', 'horror', 'hostile', 'infinite', 'level', 'thriller', 'urban']",http://backrooms-wiki.wikidot.com/Level 977
Level 978,[NO DATA],,,
Level 979,“Oakes Inn”,+24,"['_licensebox', 'co-authored', 'homelike', 'level', 'philia', 'sd-class-habitable', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Level 979
Level 980,[NO DATA],,,
Level 981,[NO DATA],,,
Level 982,[NO DATA],,,
Level 983,[NO DATA],,,
Level 984,[NO DATA],,,
Level 985,[NO DATA],,,
Level 986,“Belphegor’s Nightmare”,+21,"['_cc', '_experiment', '_licensebox', '_wp-titles', 'forested', 'horror', 'level', 'sd-class-deadzone']",http://backrooms-wiki.wikidot.com/Level 986
Level 987,[NO DATA],,,
Level 988,Freeze Frame,+35,"['_cc', 'interior', 'level', 'mystery', 'sd-class-0', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 988
Level 989,[NO DATA],,,
Level 990,Overgrown City,+60,"['_ai-non-cc', 'featured', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 990
Level 991,[NO DATA],,,
Level 992,[NO DATA],,,
Level 993,[NO DATA],,,
Level 994,Exist Here,+87,"['_cc', '_licensebox', '_wp-titles', 'aquatic', 'co-authored', 'level', 'mystery', 'sd-class-pending']",http://backrooms-wiki.wikidot.com/Level 994
Level 995,Reality Aligned Houses,+23,"['_cc', '_licensebox', 'horror', 'level', 'nostalgia', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 995
Level 996,The Horizon Ascent,+48,"['_cc', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 996
Level 997,Dark Travel,+26,"['_licensebox', 'action', 'deceptive', 'finite', 'horror', 'hostile', 'interior', 'level', 'm.e.g.', 'masked-maidens', 'mystery', 'sd-class-other', 'space', 'the-reverence', 'thriller']",http://backrooms-wiki.wikidot.com/Level 997
Level 998,"A Path Across Hell, and Towards Any Beyond",+84,"['_cc', '_licensebox', 'bittersweet', 'exterior', 'featured', 'level', 'sd-class-other', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 998
Level 998.2,Fight Club,+35,"['_cc', '_licensebox', '_wp-titles', 'action', 'b.n.t.g.', 'backrooms-remodeling-co', 'blanche', 'level', 'nostalgi-gaius', 'sub-level']",http://backrooms-wiki.wikidot.com/Level 998.2
Level 999,,+109,"['_licensebox', 'bittersweet', 'exterior', 'featured', 'level', 'rewritten', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 999
